Item Number,Item Name,Item Description,Attribute,Size,Regular Price,Department Name,Manufacturer,Qty 1
893,R14B-18,NANKANG CROSS SPORT SP-9,XL,215/60R16,45.568,AUTO TIRES,NANKANG,1
894,R14B-19,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
895,R14B-20,ANTARES COMFORT A5,SL,215/70R16,59.176,AUTO TIRES,ANTARES,1
896,R14B-21,NANKANG CONQUEROR A/T,SL,265/70R17,93.576,AUTO TIRES,NANKANG,1
897,R14B-22,GRENLANDER L-FINDER78 4X4,SL,225/75R16,71.152,AUTO TIRES,GRENLANDER,1
898,R14B-23,ITP MEGA MAYHEM,C,AT27X9-12NHS,0,ATV TIRES,ITP,1
899,R14B-24,HANKOOK KINERGY ST,SL,205/75R14,55.088,AUTO TIRES,HANKOOK,1
901,R14B-25,COOPER DISCOVERER SRX,SL,235/70R16,112.8,AUTO TIRES,COOPER,1
902,R14C-01,GENERAL GRABBER AT2,SL,265/70R16,120.768,AUTO TIRES,GENERAL,1
903,R14C-02,MUDSTAR RADIAL M/T,D,285/75R16,109.272,AUTO TIRES,MUDSTAR,1
904,R14C-03,MILESTAR PATAGONIA A/T,E,245/75R16,83.48,AUTO TIRES,MILESTAR,1
905,R14C-04,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
906,R14C-05,LAUFENN X FIT HT,SL,215/70R16,71.112,AUTO TIRES,LAUFENN,1
907,R14C-06,MUDCLAW RADIAL M/T,E,245/75R17,101.792,AUTO TIRES,MUDCLAW,1
908,R14C-07,COOPER CS5 GRAND TOURING,SL,205/50R16,83.992,AUTO TIRES,COOPER,1
909,R14C-08,ACHILLES ATR SPORT 2,XL,245/45ZR18,53.44,AUTO TIRES,ACHILLES,1
910,R14C-09,PIRELLI CINTURATO P7,SL,205/55R16,59.192,AUTO TIRES,PIRELLI,1
911,R14C-10,GT RADIAL SAVERO HT2,SL,235/75R16,102.392,AUTO TIRES,GT RADIAL,1
912,R14C-11,FIRESTONE DESTINATION A/T,E,245/75R16,124.136,AUTO TIRES,FIRESTONE,1
913,R14C-12,BRIDGESTONE BLIZZAK WS80,SL,215/65R16,65.712,AUTO TIRES,BRIDGESTONE,1
914,R14C-13,SUPERLUG SPECIALITY,D,9.00-16,120,AUTO TIRES,SUPERLUG,1
915,R14C-14,SOLAR 4XS+,SL,225/60R16,44.856,AUTO TIRES,SOLAR,1
916,R14C-15,THUNDERER RANGER A/T,SL,245/75R16,89.264,AUTO TIRES,THUNDERER,1
917,R14C-16,MILESTAR GRANTLAND AP,E,235/85R16,97.904,AUTO TIRES,MILESTAR,1
918,R14C-17,PATRIOT M/T,E,315/75R16,181.52,AUTO TIRES,PATRIOT,1
919,R14C-18,BRIDGESTONE ECOPIA EP422 PLUS,SL,215/65R16,99.192,AUTO TIRES,BRIDGESTONE,1
920,R14C-19,CARLISLE RELIANCE RADIAL ST,D,205/75R14,55.168,TRAILER TIRES,CARLISLE,1
921,R14C-20,FIRESTONE TRANSFORCE HT,E,235/85R16,105.384,AUTO TIRES,FIRESTONE,1
922,R14C-21,SUPERMAX TM-1,SL,225/65R16,55.968,AUTO TIRES,SUPERMAX,1
923,R14C-22,DICK CEPEK TRAIL COUNTRY EXP,E,285/70R17,137.568,AUTO TIRES,DICK,1
924,R14C-23,NITTO NT555 G2,XL,235/40ZR18,115.2,AUTO TIRES,NITTO,1
925,R11A-10,GOODYEAR WRANGLER SR-A,SL,275/65R18,135.984,AUTO TIRES,GOODYEAR,1
900,R8C-22,YOKOHAMA GEOLANDAR A/T,C,30X9.50R15,104.848,AUTO TIRES,YOKOHAMA,1
1160,R22B-18,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1161,R22B-19,NANKANG SPORTNEX NS-25,XL,245/35ZR19,66.368,AUTO TIRES,NANKANG,1
1162,R22B-20,GOODYEAR WRANGLER SR-A,SL,215/65R17,80,AUTO TIRES,GOODYEAR,1
1163,R22B-21,SUPERMAX TM-1,SL,225/65R17,53.168,AUTO TIRES,SUPERMAX,1
1164,R22B-22,SUMITOMO HTR A/S P02,SL,245/50R17,95.192,AUTO TIRES,SUMITOMO,1
1165,R22B-23,KUMHO CRUGEN PREMIUM,SL,225/60R17,72.504,AUTO TIRES,KUMHO,1
1166,R22B-24,SUPERMAX TM-1,SL,225/65R17,53.168,AUTO TIRES,SUPERMAX,1
1167,R22C-01,FIRESTONE DESTINATION LE2,SL,265/70R17,91.936,AUTO TIRES,FIRESTONE,1
1168,R22C-02,GT RADIAL SAVERO HT2,XL,235/70R17,94.744,AUTO TIRES,GT RADIAL,1
1169,R22C-03,BFGOODRICH MUD TERRAIN T/A,C,255/75R17,184.05,AUTO TIRES,BFGOODRICH,1
1170,R22C-04,RYDANZ RALEIGH R06,SL,265/65R17,78.376,AUTO TIRES,RYDANZ,1
1171,R22C-05,GOODYEAR ASSURANCE FUEL MAX,SL,235/65R17,116.2,AUTO TIRES,GOODYEAR,1
1172,R22C-06,HANKOOK DYNAPRO AT-M,E,275/65R18,119.28,AUTO TIRES,HANKOOK,1
1173,R22C-07,GOODYEAR EAGLE RS-A2,SL,245/45R19,115.192,AUTO TIRES,GOODYEAR,1
1174,R22C-08,MILESTAR PATAGONIA M/T,E,265/70R17,97.256,AUTO TIRES,MILESTAR,1
1175,R22C-09,KUMHO CRUGEN HT51,SL,225/65R17,77.92,AUTO TIRES,KUMHO,1
1176,R22C-10,MILESTAR PATAGONIA M/T,E,265/70R17,97.256,AUTO TIRES,MILESTAR,1
1177,R22C-11,SUPERMAX  TM-1,SL,235/65R17,59.98,AUTO TIRES,SUPERMAX,1
1178,R22C-12,SUPERMAX TM-1,SL,225/65R17,53.168,AUTO TIRES,SUPERMAX,1
1179,R22C-13,HANKOOK DYNAPRO AT-M,E,275/70R18,180.784,AUTO TIRES,HANKOOK,1
1180,R22C-14,MASTERCRAFT COURSER STR,SL,215/70R17,0,AUTO TIRES,MASTERCRAFT,1
1181,R22C-15,SUPERMAX TM-1,SL,225/65R17,53.168,AUTO TIRES,SUPERMAX,1
1182,R22C-16,NOKIAN ENTYRE,XL,235/65R17,90.4,AUTO TIRES,NOKIAN,1
1183,R22C-17,VREDESTEIN QUATRAC 5,XL,235/55R17,126.568,AUTO TIRES,VREDESTEIN,1
1184,R22C-18,GOODYEAR EAGLE LS2,SL,225/50RF17,217.592,AUTO TIRES,GOODYEAR,1
1185,R22C-19,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1186,R22C-20,GOODYEAR ASSURANCE CS FUEL MAX,SL,245/70R17,132.08,AUTO TIRES,GOODYEAR,1
1187,R22C-21,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1188,R22C-22,GENERAL GRABBER AT2,SL,265/70R17,168,AUTO TIRES,GENERAL,1
1189,R30A-01,SUMIC GT55A,SL,205/55R16,40.16,AUTO TIRES,SUMIC,1
1190,R30A-02,ANTARES INGENS A1,SL,215/60R16,48,AUTO TIRES,ANTARES,1
1191,R30A-03,SUMIC GT55A,SL,205/55R16,40.16,AUTO TIRES,SUMIC,1
1192,R30A-04,NANKANG CROSS SPORT SP-9,SL,225/60R16,46.368,AUTO TIRES,NANKANG,1
1193,R30A-05,LEMANS TOURING A/S II,SL,215/55R16,49.544,AUTO TIRES,LEMANS,1
1194,R30A-06,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1195,R30A-07,ANTARES INGENS A1,SL,215/60R16,48,AUTO TIRES,ANTARES,1
1196,R30A-08,GOODYEAR EAGLE RS-A,SL,205/55R16,55.992,AUTO TIRES,GOODYEAR,1
1197,R30A-09,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1198,R30A-10,GOODYEAR EAGLE RS-A,SL,205/55R16,55.992,AUTO TIRES,GOODYEAR,1
1199,R30A-11,ANTARES INGENS A1,SL,215/60R16,48,AUTO TIRES,ANTARES,1
1200,R30A-12,ACHILLES ATR SPORT 2,XL,225/35ZR20,47.968,AUTO TIRES,ACHILLES,1
1201,R30A-13,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
1202,R30A-14,SUPERMAX TM-1,SL,195/65R15,37.568,AUTO TIRES,SUPERMAX,1
1203,R30A-15,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
1204,R30A-16,BRIDGESTONE BLIZZAK WS80,XL,215/55R16,77.584,AUTO TIRES,BRIDGESTONE,1
1205,R30A-17,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
1206,R30A-18,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,1
1207,R30A-19,NEXEN ROADIAN HTX RH5,XL,225/75R16,108.784,AUTO TIRES,NEXEN,1
1208,R30A-20,MILESTAR MS932 SPORT,SL,225/60R16,71.192,AUTO TIRES,MILESTAR,1
1209,R30A-21,MILESTAR MS932 SPORT,SL,225/60R16,71.192,AUTO TIRES,MILESTAR,1
1210,R30A-22,BFGOODRICH TOURING T/A,SL,205/60R16,73.944,AUTO TIRES,BFGOODRICH,1
1211,R30A-23,BFGOODRICH TOURING T/A,SL,225/60R16,83.976,AUTO TIRES,BFGOODRICH,1
1212,R30A-24,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1213,R30A-25,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1214,R30A-26,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1215,R30A-27,SUMIC GT60A,SL,205/60R16,50.376,AUTO TIRES,SUMIC,1
1216,R30A-28,SUPERMAX TM-1,SL,215/60R15,44.768,AUTO TIRES,SUPERMAX,1
1217,R30A-29,SUMIC GT55A,SL,205/55R16,40.16,AUTO TIRES,SUMIC,1
1218,R30A-30,MILESTAR MS932 SPORT,SL,225/60R16,71.192,AUTO TIRES,MILESTAR,1
1219,R30A-31,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1220,R30A-32,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
1221,R30A-33,CONTINENTAL EXTREMECONTACT +06,SL,295/35R18,230.232,AUTO TIRES,CONTINENTAL,1
1222,R30A-34,SUPERMAX TM-1,SL,235/65R16,56.768,AUTO TIRES,SUPERMAX,1
1223,R30A-35,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1224,R30A-36,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1225,R30A-37,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
1226,R30A-38,MILESTAR MS932 SPORT,SL,205/55R16,41.568,AUTO TIRES,MILESTAR,1
1227,R30A-39,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1228,R30A-40,NANKANG NOBLE SPORT NS-20,XL,205/45R16,44.776,AUTO TIRES,NANKANG,1
1229,R30A-41,HANKOOK VENTUS V2 CONCEPT2,XL,215/55R16,70.736,AUTO TIRES,HANKOOK,1
2880,S47-01,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
2881,S47-02,NANKANG NK UTILITY SP-7,SL,255/60R15,75.176,AUTO TIRES,NANKANG,1
2882,S47-03,NANKANG SPORTNEX NS-25,XL,225/35R18,59.424,AUTO TIRES,NANKANG,1
2883,S47-04,HANKOOK OPTIMO H426,XL,205/45R17,84.88,AUTO TIRES,HANKOOK,1
2884,S42-01,WATERFALL ECO DYNAMIC,XL,245/45R18,58.392,AUTO TIRES,WATERFALL,1
2885,S42-02,SUPERMAX TM-1,SL,225/65R16,55.968,AUTO TIRES,SUPERMAX,0
2886,S42-03,SUPERMAX TM-1,SL,205/50R17,45.568,AUTO TIRES,SUPERMAX,1
2887,S42-04,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
2888,S48-01,BRIDGESTONE ALENZA SPORT A/S,XL,285/45R21,186.984,AUTO TIRES,BRIDGESTONE,1
2889,S48-02,GOODYEAR WRANGLER RADIAL,SL,235/75R15,59.2,AUTO TIRES,GOODYEAR,1
2890,S48-03,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
2891,S48-04,NEXEN N'PRIZ AH8,SL,225/45R18,69.936,AUTO TIRES,NEXEN,1
2892,S50-01,YOKOHAMA GEOLANDAR H/T G056,SL,265/60R18,121.48,AUTO TIRES,YOKOHAMA,1
2893,S49-03,SUPERMAX TM-1,SL,235/65R16,56.768,AUTO TIRES,SUPERMAX,1
2894,S49-04,SUPERMAX TM-1,SL,235/65R16,56.768,AUTO TIRES,SUPERMAX,1
2895,S39-01,STARFIRE SOLARUS AS,SL,205/70R15,52.416,AUTO TIRES,STARFIRE,1
2896,S39-03,SUPERMAX TM-1,SL,205/50R17,45.568,AUTO TIRES,SUPERMAX,1
2897,S39-04,GOODYEAR EAGLE RS-A,SL,195/60R15,62.528,AUTO TIRES,GOODYEAR,1
2898,S45-01,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1990,R60A-10,SUPERMAX TM-1,SL,205/70R15,45.568,AUTO TIRES,SUPERMAX,1
1991,R60A-11,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
1992,R60A-12,SUPERMAX TM-1,SL,195/65R15,37.568,AUTO TIRES,SUPERMAX,1
1993,R60A-13,LIONHART LH-503,XL,225/50R17,50.144,AUTO TIRES,LIONHART,1
1994,R60A-14,VOGUE TYRE WIDE TRAC TOURING II,SL,225/60R16,183.08,AUTO TIRES,VOGUE,1
1995,R60A-15,SUPERMAX TM-1,SL,195/60R15,38.368,AUTO TIRES,SUPERMAX,1
1996,R60A-16,WESTLAKE RADIAL RP18,SL,205/55R16,36.176,AUTO TIRES,WESTLAKE,1
1997,R60A-17,SUPERMAX TM-1,SL,215/60R17,48.768,AUTO TIRES,SUPERMAX,1
1998,R60A-18,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1999,R60A-19,MILESTAR MS932 SPORT,SL,205/55R16,41.568,AUTO TIRES,MILESTAR,1
2899,S45-02,MILESTAR MS932 SPORT,XL,225/45R17,47.968,AUTO TIRES,MILESTAR,1
2900,S45-03,SUPERMAX TM-1,SL,195/70R14,38.368,AUTO TIRES,SUPERMAX,1
2901,S41-01,SUPERMAX TM-1,SL,195/65R15,37.568,AUTO TIRES,SUPERMAX,1
2902,S41-02,SUPERMAX TM-1,SL,205/50R17,45.568,AUTO TIRES,SUPERMAX,1
2903,S41-03,SUPERMAX TM-1,SL,205/50R17,45.568,AUTO TIRES,SUPERMAX,1
2904,S41-04,NEXEN CLASSE PREMIERE CP671,XL,235/40R19,99.2,AUTO TIRES,NEXEN,1
2905,S46-02,SUPERMAX TM-1,SL,195/65R15,37.568,AUTO TIRES,SUPERMAX,1
2906,S46-03,SUPERMAX TM-1,SL,215/60R15,44.768,AUTO TIRES,SUPERMAX,1
2907,S40-01,VERCELLI STRADA II,XL,235/50ZR17,53.576,AUTO TIRES,VERCELLI,1
2908,S40-02,HANKOOK VENTUS V2 CONCEPT2,XL,225/45R17,74.92,AUTO TIRES,HANKOOK,1
1540,R40B-25,SUPERMAX TM-1,SL,245/45R18,57.568,AUTO TIRES,SUPERMAX,1
1541,R40B-26,SUPERMAX TM-1,SL,235/60R18,63.168,AUTO TIRES,SUPERMAX,1
1542,R40B-27,SUPERMAX TM-1,SL,235/60R18,63.168,AUTO TIRES,SUPERMAX,1
1543,R40B-28,GT RADIAL CHAMPIRO VP1,XL,235/60R18,56.92,AUTO TIRES,GT RADIAL,1
1544,R40B-29,PIRELLI SCORPION VERDE ALL SEASON,XL,235/60R18,104.104,AUTO TIRES,PIRELLI,1
1545,R40B-30,NEXEN N'FERA RU5,SL,245/60R18,119.184,AUTO TIRES,NEXEN,1
1546,R40B-31,SUPERMAX TM-1,SL,235/60R18,63.168,AUTO TIRES,SUPERMAX,1
1547,R40B-32,SUPERMAX TM-1,SL,235/65R18,60.768,AUTO TIRES,SUPERMAX,1
1548,R40B-33,PROMETER RADIAL LL821,SL,215/60R16,52.792,AUTO TIRES,PROMETER,1
1549,R40B-34,BRIDGESTONE BLIZZAK WS80,XL,235/60R18,85.576,AUTO TIRES,BRIDGESTONE,1
1550,R40B-35,BRIDGESTONE ECOPIA H/L 422 PLUS,SL,235/65R18,149.592,AUTO TIRES,BRIDGESTONE,1
1551,R40C-01,NITTO EXO GRAPPLER AWT,E,285/70R18,235.2,AUTO TIRES,NITTO,1
1552,R40C-02,BRIDGESTONE BLIZZAK DM-B2,SL,255/70R18,136.78,AUTO TIRES,BRIDGESTONE,1
1553,R40C-03,SUPERMAX TM-1,SL,235/65R18,60.768,AUTO TIRES,SUPERMAX,1
1554,R40C-04,MUDCLAW EXTREME MT,E,35X12.50R18,155.168,AUTO TIRES,MUDCLAW,1
1555,R40C-05,NITTO TRAIL GRAPPLER M/T,E,35X12.50R18,293.6,AUTO TIRES,NITTO,1
1556,R40C-06,BFGOODRICH ALL-TERRAIN T/A K02,E,285/65R18,230.392,AUTO TIRES,BFGOODRICH,1
1557,R40C-07,ANTARES COMFORT A5,SL,235/65R18,71.472,AUTO TIRES,ANTARES,1
1558,R40C-08,GOODYEAR ASSURANCE FUEL MAX,SL,265/65R18,104,AUTO TIRES,GOODYEAR,1
1559,R40C-09,NOKIAN TYRES HAKKAPELIITTA 8 SUV,XL,235/60R18,64,AUTO TIRES,NOKIAN,1
1560,R40C-10,SUPERMAX TM-1,SL,235/65R18,60.768,AUTO TIRES,SUPERMAX,1
1561,R40C-11,COOPER CS5 GRAND TOURING,SL,235/65R18,115.992,AUTO TIRES,COOPER,1
1562,R40C-12,YOKOHAMA AVID ASCEND GT,SL,215/55R18,90.392,AUTO TIRES,YOKOHAMA,1
1563,R40C-13,ANTARES INGENS A1,XL,255/45ZR18,72.136,AUTO TIRES,ANTARES,1
1564,R40C-14,NITTO MOTIVO,XL,255/45ZR18,134.4,AUTO TIRES,NITTO,1
1565,R40C-15,WESTLAKE SA-07,XL,245/40ZR18,55.168,AUTO TIRES,WESTLAKE,1
1566,R40C-16,BRIDGESTONE DUELER A/T RH-S,SL,265/65R18,144.776,AUTO TIRES,BRIDGESTONE,1
1567,R40C-17,GOODYEAR WRANGLER DURATRAC,SL,265/65R18,186.392,AUTO TIRES,GOODYEAR,1
1568,R40C-18,NITTO NT555 EXTREME ZR,SL,265/50ZR18,0,AUTO TIRES,NITTO,1
1569,R40C-19,SUPERMAX TM-1,SL,205/60R15,42.368,AUTO TIRES,SUPERMAX,1
1570,R40C-20,SUPERMAX TM-1,SL,235/65R18,60.768,AUTO TIRES,SUPERMAX,1
1571,R40C-21,FIRESTONE DESTINATION A/T,SL,275/65R18,176.792,AUTO TIRES,FIRESTONE,1
1572,R40C-22,SUPERMAX TM-1,SL,235/60R18,63.168,AUTO TIRES,SUPERMAX,1
1573,R40C-23,SUPERMAX TM-1,SL,235/65R18,60.768,AUTO TIRES,SUPERMAX,1
1574,R40C-24,NEXEN N'FERA RU5,SL,245/60R18,119.184,AUTO TIRES,NEXEN,1
1575,R40C-25,SENTURY CROSSOVER,SL,235/65R18,56,AUTO TIRES,SENTURY,1
1576,R40C-26,DICK CEPEK FUN COUNTRY,E,275/70R18,203.192,AUTO TIRES,DICK CEPEK,1
1577,R40C-27,FIRESTONE TRANSFORCE HT,E,265/70R18,152.832,AUTO TIRES,FIRESTONE,1
1578,R40C-28,TOYO OPEN COUNTRY M/T,E,285/70R18,311.032,AUTO TIRES,TOYO,1
1579,R40C-29,FIRESTONE DESTINATION M/T,E,35X12.50R18,273.584,AUTO TIRES,FIRESTONE,1
1580,R40C-30,COOPER DISCOVERER S/T MAXX,E,265/65R18,227.992,AUTO TIRES,COOPER,1
1581,R40C-31,FALKEN WILDPEAK A/T AT3W,E,275/65R18,131.456,AUTO TIRES,FALKEN,1
1582,R40C-32,MASTERCRAFT COURSER MXT,E,305/70R18,184.776,AUTO TIRES,MASTERCRAFT,1
1583,R40C-33,FUEL GRIPPER M/T,SL,275/65R18,156,AUTO TIRES,FUEL,1
1584,R40C-34,GENERAL ALTIMAX RT43,SL,225/55R18,103.192,AUTO TIRES,GENERAL,0
1585,R40C-35,NITTO RIDGE GRAPPLER,E,275/70R18,207.2,AUTO TIRES,NITTO,1
1586,R41A-01,BFGOODRICH G-FORCE COMP-2 A/S,XL,255/40ZR19,155.192,AUTO TIRES,BFGOODRICH,1
1587,R41A-02,MICHELIN PILOT SPORT A/S 3,SL,275/35ZR19,203.192,AUTO TIRES,MICHELIN,1
1588,R41A-03,NITTO NT555 G2,XL,255/40ZR19,169.6,AUTO TIRES,NITTO,1
1589,R41A-04,GENERAL G-MAX SA-03,XL,225/35ZR19,100,AUTO TIRES,GENERAL,1
1590,R41A-05,TRAVELSTAR UN33,SL,235/55R19,65.528,AUTO TIRES,TRAVELSTAR,1
1591,R41A-06,BRIDGESTONE POTENZA RE050A,SL,275/35R19,277.576,AUTO TIRES,BRIDGESTONE,1
1592,R41A-07,SEDONA MUD REBEL,C,AT25X10-12,58.208,ATV TIRES,SEDONA,1
1593,R41B-01,NANKANG SPORTNEX NS-25,XL,235/35ZR19,66.368,AUTO TIRES,NANKANG,1
1594,R41B-02,YOKOHAMA AVID TOURING-S,SL,225/60R17,77.736,AUTO TIRES,YOKOHAMA,1
1595,R41B-03,NEXEN CLASSE PREMIERE CP671,XL,235/40R19,99.2,AUTO TIRES,NEXEN,1
1596,R41B-04,ACHILLES ATR SPORT,SL,195/50R15,32.456,AUTO TIRES,ACHILLES,1
1597,R41B-05,GOODYEAR EAGLE F1 ASYMMETRIC 2,SL,265/40ZR19,279.192,AUTO TIRES,GOODYEAR,1
1598,R41B-06,YOKOHAMA GEOLANDAR G055,XL,235/55R19,158.392,AUTO TIRES,YOKOHAMA,1
1599,R41B-07,BRIDGESTONE DUELER H/L 400,XL,265/50R19,176.48,AUTO TIRES,BRIDGESTONE,1
1600,R41B-08,GENERAL ALTIMAX RT43,XL,235/55R19,127.992,AUTO TIRES,GENERAL,1
1601,R41B-09,GENERAL ALTIMAX RT43,XL,235/55R19,127.992,AUTO TIRES,GENERAL,1
1602,R41B-10,NITTO NT555 G2,XL,255/35ZR20,115.2,AUTO TIRES,NITTO,1
1603,R41B-11,NITTO NT555 G2,XL,255/35ZR20,115.2,AUTO TIRES,NITTO,1
1604,R41B-12,MICKEY THOMPSON STREET COMP,XL,275/35R20,173.592,AUTO TIRES,MICKEY THOMPSON,1
1605,R41B-13,NITTO NT555 G2,XL,255/35ZR20,115.2,AUTO TIRES,NITTO,1
1606,R41B-14,PIRELLI P ZERO NERO,XL,275/35R20,186,AUTO TIRES,PIRELLI,1
1607,R41B-15,GOODYEAR EAGLE TOURING,SL,245/40R20,195.992,AUTO TIRES,GOODYEAR,1
1608,R41B-16,BRIDGESTONE POTENZA RE980AS,XL,265/35R20,205.592,AUTO TIRES,BRIDGESTONE,1
1609,R41B-17,LEXANI LX-TWENTY,XL,245/35ZR20,55.168,AUTO TIRES,LEXANI,1
1610,R41B-18,FALKEN ZIEX ZE950 A/S,XL,255/35R20,65.6,AUTO TIRES,FALKEN,1
1611,R41B-19,GOODYEAR FORTERA HL,SL,265/50R20,112.8,AUTO TIRES,GOODYEAR,1
1612,R41B-20,NITTO NT555 G2,XL,315/35ZR20,204.8,AUTO TIRES,NITTO,1
1613,R41B-21,COOPER DISCOVERER SRX,SL,245/60R20,154.392,AUTO TIRES,COOPER,1
1614,R41B-22,NEXEN ROADIAN GTX,XL,195/55R20,64,AUTO TIRES,NEXEN,1
1615,R41B-23,NEXEN CLASSE PREMIERE CP662,XL,225/45R18,75.696,AUTO TIRES,NEXEN,1
1616,R41B-24,VERCELLI STRADA II,XL,215/50ZR17,58.6,AUTO TIRES,VERCELLI,1
1617,R41B-25,COOPER CS5 GRAND TOURING,SL,235/65R18,115.992,AUTO TIRES,COOPER,1
1618,R41B-26,LIONHART LH-FIVE,XL,245/35ZR20,55.976,AUTO TIRES,LIONHART,1
1619,R41B-27,PIRELLI P ZERO,XL,225/30ZR20,80,AUTO TIRES,PIRELLI,1
1620,R41B-28,WESTLAKE SA-07,XL,265/50R20,81.208,AUTO TIRES,WESTLAKE,1
1621,R41B-29,LIONHART LH-FIVE,XL,245/35ZR20,55.976,AUTO TIRES,LIONHART,1
1622,R41B-30,LIONHART LH-FIVE,XL,245/35ZR20,55.976,AUTO TIRES,LIONHART,1
1623,R41B-31,FIRESTONE FIREHAWK INDY 500,XL,275/35R20,164.896,AUTO TIRES,FIRESTONE,1
1624,R41B-32,FALKEN PRO G4 A/S,SL,235/55R20,98.796,AUTO TIRES,FALKEN,1
1625,R41B-33,ATTURO AZ800,XL,255/45R20,65.76,AUTO TIRES,ATTURO,1
1626,R41B-34,ANTARES COMFORT A5,XL,255/35ZR20,55.664,AUTO TIRES,ANTARES,1
1627,R41B-35,DURUN M626,XL,235/35ZR20,67.992,AUTO TIRES,DURUN,1
1628,R41B-36,GOODYEAR FORTERA HL,SL,265/50R20,112.8,AUTO TIRES,GOODYEAR,1
1629,R41B-37,HANKOOK VENTUS V12 EVO2,XL,245/40ZR20,130.384,AUTO TIRES,HANKOOK,1
1630,R41B-38,ACHILLES DESERTHAWK UHP,XL,315/35R20,77.568,AUTO TIRES,ACHILLES,1
1631,R41B-39,ACHILLES DESERTHAWK UHP,XL,315/35R20,77.568,AUTO TIRES,ACHILLES,1
1632,R41C-01,BRIDGESTONE DUELER H/L 422,SL,245/55R19,128.31,AUTO TIRES,BRIDGESTONE,1
1633,R41C-02,BRIDGESTONE BLIZZAK DM-V2,XL,265/50R19,181.936,AUTO TIRES,BRIDGESTONE,1
1634,R41C-03,GOODYEAR EAGLE SPORT,SL,255/60R19,143.992,AUTO TIRES,GOODYEAR,1
1635,R41C-04,YOKOHAMA GEOLANDAR G055,XL,235/55R19,158.392,AUTO TIRES,YOKOHAMA,1
1636,R41C-05,COOPER CS5 ULTRA TOURING,XL,235/55R19,146.392,AUTO TIRES,COOPER,1
1637,R41C-06,NITTO NT05R,SL,305/35R19,228,AUTO TIRES,NITTO,1
1638,R41C-07,HANKOOK  VENTUS S1 NOBLE2,SL,235/50R19,195.184,AUTO TIRES,HANKOOK,1
1639,R41C-08,FEDERAL SUPER STEEL 595,SL,255/40ZR19,86.4,AUTO TIRES,FEDERAL,1
1640,R41C-09,FEDERAL SUPER STEEL 595,SL,255/40ZR19,86.4,AUTO TIRES,FEDERAL,1
1641,R41C-10,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
1642,R41C-11,GOODYEAR WRANGLER SILENT ARMOR,SL,275/60R20,183.608,AUTO TIRES,GOODYEAR,1
1643,R41C-12,GOODYEAR WRANGLER SR-A,SL,275/60R20,109.2,AUTO TIRES,GOODYEAR,1
1644,R41C-13,NITTO TRAIL GRAPPLER M/T,E,285/55R20,304.8,AUTO TIRES,NITTO,1
1645,R41C-14,MICKEY THOMPSON DEEGAN 38,E,35X12.50R20,203.928,AUTO TIRES,MICKEY THOMPSON,1
1646,R41C-15,NITTO RIDGE GRAPPLER,F,33X12.50R20,288.8,AUTO TIRES,NITTO,1
1647,R41C-16,TOYO OPEN COUNTRY R/T,E,305/55R20,282.4,AUTO TIRES,TOYO,1
